entry_id,entry_name,max_dim,max_dim_value,num_not_answered
710,Hidatsa,dim8,0.92,11
1289,Buginese Muslims,dim8,0.91,5
190,Sri Lankan Buddhism (1948-Present),dim8,0.89,2
673,Pawnee,dim8,0.87,12
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",dim8,0.85,0
871,Spiritualism,dim8,0.84,0
1234,Ashanti,dim8,0.84,9
655,Siriono,dim8,0.8,8
1109,Chan Buddhism in the Song,dim8,0.79,0
1721,Tell Fekheriyeh Inscription,dim8,0.79,5
212,Warring States (China) Religion,dim8,0.78,8
1684,The Lives of the Philosophers and Sophists,dim8,0.77,3
622,Miskito,dim8,0.77,11
255,Talismanic Religion,dim8,0.75,14
685,Badjau,dim8,0.74,7
1178,Modern Mystery School (MMS),dim8,0.71,1
849,"""Gaiwiio Religion,"" ""Longhouse Religion,"" or ""The Way of Handsome Lake"" of the Seneca Tribe",dim8,0.69,0
658,Mapuche,dim8,0.65,8
671,Mbau Fijians,dim8,0.62,11
1224,Duren jing,dim8,0.6,4
684,Huron,dim8,0.59,10
1031,Eastern Roman Manichaeism,dim8,0.57,2
1283,Butonese Muslims,dim8,0.53,1
652,Tiwi,dim8,0.53,13
677,Yapese,dim8,0.53,13
1389,Writ of the Three Sovereigns,dim8,0.5,2
228,Late Chosŏn Korea,dim8,0.5,3
1144,The Yijing 易經 (The Classic of Changes),dim8,0.49,9
1240,Azande,dim8,0.45,10
759,Comanche,dim8,0.33,10
1284,Religion of Phoenicia,dim8,0.25,9
1375,Epic of Gilgamesh,dim9,1.0,0
1855,Atra-Hasīs,dim9,1.0,0
589,Warrau,dim9,1.0,6
2009,Ancient Arcadians,dim9,0.99,0
479,Mesopotamian city-state cults of the Early Dynastic periods,dim9,0.99,1
632,Local Religion at Selinous,dim9,0.98,0
2055,An Akkadian Tamitu-Query,dim9,0.98,0
1129,Ancient Thessalians,dim9,0.98,1
1352,Śākadvīpīya Brāhmaṇas,dim9,0.97,0
1996,Delphic Hymns 1 and 2,dim9,0.97,0
1993,Ancient Boeotians,dim9,0.96,1
492,Roman Divination,dim9,0.95,0
1322,Pagans under the Emperor Julian,dim9,0.93,0
1677,Royal Hittite Religion,dim9,0.93,0
1971,The Homeric Hymn to Demeter,dim9,0.93,0
957,Spartan Religion,dim9,0.93,2
1979,The Homeric Hymn to Hermes,dim9,0.92,0
361,Classical Greek Religion,dim9,0.92,2
1004,Religion in Roman Ostia,dim9,0.91,1
1973,The Homeric Hymn to Apollo,dim9,0.9,0
1011,Kingdom of Edom,dim9,0.88,2
1183,Religion at Nippur in the Ur III period,dim9,0.88,2
788,The Late Bronze Age City-State of Ugarit,dim9,0.86,1
230,Religion in Mesopotamia,dim9,0.86,2
390,Dasara,dim9,0.85,0
441,Worshipers of Śītalā,dim9,0.85,0
1763,Uḍḍīśatantra,dim9,0.84,0
1574,Household religion at Ur,dim9,0.82,1
1525,Changsha Zidanku Chu bo shu 長沙子彈庫楚帛書 1 (Chu Silk Manuscript),dim9,0.76,7
1399,Religion in the Mittani Empire,dim9,0.72,5
938,Ugarit,dim9,0.7,0
614,!Kung,dim9,0.7,5
1429,Enheduana's Exaltation of Inana,dim9,0.66,7
1288,Bailadeiras of Goa,dim9,0.64,0
1029,Zigao 子羔,dim9,0.63,8
1323,Luguru,dim9,0.63,10
2094,Feathered Serpent's cult,dim9,0.62,3
620,Papago,dim9,0.61,12
439,Śaiva Magic,dim9,0.6,0
1469,Huamachuco Religion,dim9,0.6,7
354,Priests and Scholars of Hellenistic Uruk,dim9,0.58,6
682,Lakher,dim9,0.58,8
534,Roman Imperial Cult,dim9,0.57,2
854,pre-Christian Irish,dim9,0.52,0
1582,Cult of Bona Dea,dim9,0.52,0
722,Gros Ventre,dim9,0.48,7
729,Kikuyu,dim9,0.47,8
618,Nuxalk,dim9,0.47,11
1624,Neo-Assyrian Healers (āšipu/mašmaššu-exorcists),dim9,0.46,11
1551,Donation Texts from Ur during the Isin-Larsa Period,dim9,0.44,10
721,Semang,dim9,0.42,7
1421,Tian wen 天問,dim9,0.41,9
1370,Teda,dim9,0.4,12
287,Mithraism,dim9,0.37,10
602,Amhara,dim9,0.36,8
574,Konso,dim9,0.3,11
684,Huron,dim9,0.26,10
1420,Creek,dim9,0.26,14
571,Abkhaz,dim9,0.24,13
691,Fur,dim9,0.19,13
610,Somali,dim9,0.15,12
186,Buddhism (Late Ming),dim9,0.13,13
300,Israelite Religion,dim9,0.13,13
