entry_id,entry_name,question_id,question_name,social_complexity_large
1251,Tsonga,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1257,Ammonite Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1258,Religion in Judah,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1263,Judean/Yehudite Colony at Elephantine (Persian period),5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1268,Monotheistic Pre-Islamic South Arabia,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1279,Mandarese Muslims,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1283,Butonese Muslims,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1284,Religion of Phoenicia,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1288,Bailadeiras of Goa,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1289,Buginese Muslims,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1295,Donatism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1299,Russians (of Viriatino Village),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1300,"Enlace de Agentes de Pastoral Indígena (EAPI, Network of Indigenous Ministry Agents)",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1304,Peyote Religion (Peyotism) and the Native American Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1307,Southern Baptists,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1308,Jews and Jewish-Sympathizers in South Arabia,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1309,Circumcellions,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1311,Jehovah's Witnesses,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1312,Bishnoi,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1321,Mourides (Muridiyya),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1322,Pagans under the Emperor Julian,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1323,Luguru,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1333,Cult of Thecla,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1334,No-debt Movement in US Evangelicalism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1335,Congregation of the Oratory,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1337,Tell Afis (Syria),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1340,International Sivananda Yoga Vedanta Centers,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1341,Muslim Students Association of the United States and Canada,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1344,Tibetan Nonsectarianism (ris med),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1348,Disability-focused Christianity for Palestinians,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1349,The Dingxiang Wang Cult,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1357,Encratites,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1363,Moche,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1370,Teda,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1371,Twelver Shi'ism in post-revolutionary Iran,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1374,The Reformed Church (Early Orthodoxy),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1376,African Initiated Churches,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1386,Liumen (Liu School),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1390,Eastern Apache,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1392,Messalians,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1396,Ptolemaic Egypt - Egyptian Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1399,Religion in the Mittani Empire,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1404,Religion in Nabataea,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1409,Formative Olmec,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1412,Tenrikyo,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1415,Anomeans,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1419,Ancient Egyptian Religion in the Early 18th Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1420,Creek,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1426,Early Missionary Christianity in China,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1434,Kuna,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1441,Mexica (Aztec) Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1450,Tehuelche,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1454,Hesychastic Controversy,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1458,Mbuti,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1466,Islamic modernists,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1468,Eastern Christianity From Nicaea to Chalcedon,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1488,Botocudo,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1511,Sokoto,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1517,Tunisian Women's Associations,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1522,Tijaniyya Tariqa الطريقة التجانية,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1529,Byzantine Iconoclasts (726-787 CE),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1542,Umbanda,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1544,Ukrainian Greek Catholic Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1555,Al-Ahbash الأحباش,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1570,Tamil Muslims,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1574,Household religion at Ur,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1582,Cult of Bona Dea,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1607,Zaydism and the state in Yemen,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1615,Teuchitlan Tradition,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1624,Neo-Assyrian Healers (āšipu/mašmaššu-exorcists),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1626,The Cult of Maritime Hera,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1653,Visigothic Homoian Christianity,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1654,Le Parti du Mouvement de La Nahda حزب حركة النهضة,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1667,Medérsiens,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1677,Royal Hittite Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1688,Arianism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1689,The Isma'ilis in the Ottoman Empire,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1690,Christianity in Byzantium: between the end of Iconoclasm and the Schism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1694,Christianity in Byzantium: Between the Schism and the Fourth Crusade,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1697,Stylite Monks,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1701,The Premonstratensian Order in the Middle Ages,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1703,Arsenites,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1708,الإباضية  Al-Ibadia,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1709,Almohads (al-Muwaḥḥidūn),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1714,Syncretic Polytheism in Curious Pastimes LARP,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1737,الإمامية Al-Imamia,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1741,Methodism in Zimbabwe or Methodist Church in Zimbabwe,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1759,الطريقة الشاذلية = Attarika Achadoulia,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1776,الطريقة القادرية في البلاد التونسية The Qadiriyya Order in Tunisia,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1777,الطريقة التّيجانية بالبلاد التونسية The Tijaniyya Order in Tunisia,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1780,الطريقة الشاذلية في تونس The Shadhiliyya Order in Tunisia,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1791,"الطريقة القادرية في بغداد: فترة التأسيس ق12 Attarika Al Qadiria à Bagdad: la période fondatrice, le XIIe siècle",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1806,Sango Religious group in Oyo,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1808,'yan Taru (Women Cadre of the Nana Asma'u),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1820,"Cherubim and Seraphim Church Unification, Campus Fellowship",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1829,Cherubim and Seraphim Unification Church of Nigeria (C&SUCN),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1835,"The Cherubim and Seraphim Church of Zion, Ugbonla",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1845,Benedictine Order in Denmark,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1858,Christianity in Alexandria: From Origen to Athanasius,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1869,IFA RELIGIOUS GROUP IN ILE- IFE,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1872,"The Holy Apostles Community, Ayetoro",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1897,"The Episcopal Church of Cherubim and Seraphim, Zion Pepe",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1903,The 'Abbāsids,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1904,الطريقة القادرية في تونس القرن  19 و20   =  L'ordre Qadiri en Tunisie aux XIXe et XXe siècles,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1908,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1928,(The gathering of the Messenger of God does not falter)وجمع رسول الله لا يتشعث,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1940,"The Holy Apostles Community, Ori-Oke Iwamimo",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1943,Cult of Gauchito Gil,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1958,The Apostolic Faith Mission in Zimbabwe,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1961,"Grace Covenant Centre, Ado-Ekiti",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1972,Shepherding Movement,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1974,"Chapel of Grace, Ile-Ife",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1983,Early Byzantine Asceticism,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1985,Christianity in Antioch. From the Apostolic Era to the Islamic conquest,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1989,Iron Age Celtic Spain and Portugal (Celtiberia),5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
1993,Ancient Boeotians,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
1994,Nigeria Fellowship of Evangelical Students (NIFES),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2000,"The Community Church of Apostles Nigeria and Oversea (COCANO), Ajegunle",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2006,New Life for All Nations Ministries,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2009,Ancient Arcadians,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2010,Bektashi Tarika,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2011,Scripture Union Nigeria,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2016,الدولة الفاطمية Fatimid Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2021,The United Missionary Church of Africa,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2023,الدولة الزيرية Zirid Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2027,Hizb-ut-Tahrir,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2031,الدولة الأغلبية The Aghlabid Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2038,"Cathars, Catharism, Albigenses, Albigensians, Cathari, Catharistae, ""Pure Christians""",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2048,الدولة الرستمية Rustamid Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2052,Christ Way Ministries International,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2054,Christ Apostolic Church,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2061,OYA RELIGIOUS GROUP IN OYO,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2069,L'ordre Soufi Qasimite Hadfite الطريقة الصوفية القاسميّة الهادفية,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2070,Overcomers Evangelical Mission International (Ori-Oke Asegun),5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2074,"Revolutionary Mahdism and Resistance to Colonial Rule in the Sokoto Caliphate, 1905-1906",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2084,MAITATSINE: NIGERIA'S BLOODY RELIGIOUS TERRORIST MOVEMENT,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2089,L'ordre Soufit karkariya en Tunisie الطريقة الكركرية في تونس,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2094,Feathered Serpent's cult,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2100,الدولة الزيانية Zayyanid Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2104,الطريقة التجانية في تونس ق18-ق19 ATARIKA TJENIA FI TOUNES  XVIII-XIXème siècle,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2111,Tsinburbura Traditional Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2114,Tijaniyyah Sufi Movement in North-Western Nigeria,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2116,Qadiriyyah Movement in the Sokoto Caliphate.,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2126,Nasrul-lahi-li Fathi Society of Nigeria (NASFAT),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2131,Chimú Empire Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2133,ANSAR-UD-DEEN SOCIETY OF NIGERIA,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2138,الجماعة الأحمدية الإسلامية في نيجيريا,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2139,Shi'a Group in Nigeria,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2147,الدولة الحفصية Hafsid Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2148,الدولة الحسينية The Husaynid Dynasty,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2149,Judaism in Byzantium,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2157,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2166,Judaism in Byzantium,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2168,"Dzibilchaltún, arquitectura, poder y cambio religioso en el norte de Yucatán",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2180,Cao Đài,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2194,The Redeemed Christian Church of God,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2220,Ansar-ud-deen Society of Nigeria,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2232,"Lollards, Lollard, the Lollard movement, Lollardism,  Lollardy, Wycliffites",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2233,The Way of Former Heaven (Xiantiandao 先天道),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2237,"Order of Preachers, Dominicans, Friars Preachers, Black Friars, Jacobins",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2238,XX ــــــــ    ـق  XVIII   الطريقة التجانية في الجزائر :ق,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2244,"Catholicism in the Latin Empire, Catholicism in the Eastern Roman Empire (Byzantium), the Latin Patriarchate of Constantinople",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2245,صقلية الإسلامية Islamic Sicily,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2246,المذهب الحنفي بالبلاد التونسية The Hanafi school in Tunisia,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2247,الفتح العربي الإسلامي لشمال إفريقيا The Arab-Islamic Conquest of North Africa,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2248,الدولة المرادية في تونس The Muradid Dynasty in Tunisia,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2255,Dongxiang,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2256,الطريقة الرحمانية في الجزائر  ق18-ق20,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2264,Puritans,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2274,Ìjọ Àdìmúlà (An Institutionalised Indigenous Religious Movement in Yorubaland,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2278,الطريقة القادرية البودشيشية في المغرب الأقصى,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2279,The Ndau people of Chimanimani area in Zimbabwe,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2284,Tarascan Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2290,الطريقة القادرية في مصر ق13م-ق21م,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2308,الفتح العربي الإسلامي للأندلس The Arab-Islamic Conquest of the Iberian Peninsula,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2309,الدولة الأموية بالأندلس The Umayyad Dynasty in the Iberian Peninsula,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2312,The philosophical system of 'Ubuntu' in Southern Africa,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2313,Dungan people,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2320,Sanjiejiao (三階教),5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2321,Falungong 法輪功 (Falun Gong) / Falun Dafa 法輪大法,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2322,الدّولة الأمويّة في المشرق  بين662 م و750م (The Umayyad State in the Mashriq from 662 to 750),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2324,"Justice and Development Party (PJD), Morocco",5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2325,"Outer alchemy (外丹, waidan)",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2327,ỌBÀTÁLA RELIGIOUS GROUP AMONG THE YORUBA OF ILÉ-IFẸ̀,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2328,Church of Almighty God (Quannengshen jiaohui 全能神教會) / Eastern Lightning (Dongfang shandian 東方閃電),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2329,Hòa Hảo,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2331,الدولة العباسيبّة في المشرق  من 750 م الى 1517 م (The Abbasid State in the Mashriq from 750 to 1517),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2332,Religion in the Minaean kingdom,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2335,The Seventh-day Adventist Church in Nigeria,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2339,Yorùbá Traditional Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2341,The Totonacapan Culture-Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2344,Sican Culture religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2345,Contemporary Shingon,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2346,Igbo Traditional Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2348,Ancient Israelite Religion (Iron Age),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2349,Methodism (Wesleyanism),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2360,Toltecas,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2362,الدّولة السلجوقيّة(1037 م - 1194م),5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2363,"L'ordre Soufi Tunisien ""al-Hasaniyya"" الطريقة الحسنية التونسية",5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
2365,Moriscos,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2366,Islam in Hausaland,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2369,Le Mouvement Sanussiyya الحركة السنوسيّة,5174,The society to which the religious group belongs is best characterized as (please choose one):,1.0
2371,Tewa Pueblo Religion,5174,The society to which the religious group belongs is best characterized as (please choose one):,0.0
