entry_id,question_short,answer_value,entry_name,year_from,christian,islamic,chinese,buddhist,poll_group,world_region,literacy,year_norm
1570,is unquestionably good,1,Tamil Muslims,1900,0,1,0,0,1,South Asia,1,0.977076287110109
1574,is unquestionably good,0,Household religion at Ur,-2000,0,0,0,0,1,Southwest Asia,1,0.24426907177752724
1582,is unquestionably good,1,Cult of Bona Dea,-300,0,0,0,0,1,Europe,1,0.5636978579481398
1607,is unquestionably good,1,Zaydism and the state in Yemen,897,0,1,0,0,1,Southwest Asia,0,0.7886133032694476
1654,is unquestionably good,1,Le Parti du Mouvement de La Nahda حزب حركة النهضة,1981,0,1,0,0,1,Africa,1,0.9922961292747088
1677,is unquestionably good,0,Royal Hittite Religion,-1650,0,0,0,0,1,Southwest Asia,1,0.3100338218714769
1688,is unquestionably good,1,Arianism,325,0,0,0,0,1,Europe,1,0.6811349116873356
1689,is unquestionably good,1,The Isma'ilis in the Ottoman Empire,1516,0,1,0,0,1,Southwest Asia,1,0.9049229612927471
1690,is unquestionably good,1,Christianity in Byzantium: between the end of Iconoclasm and the Schism,843,1,0,0,0,1,Europe,1,0.7784667418263811
1694,is unquestionably good,1,Christianity in Byzantium: Between the Schism and the Fourth Crusade,1054,1,0,0,0,1,Europe,1,0.8181134911687336
1697,is unquestionably good,1,Stylite Monks,450,1,0,0,0,1,Europe,1,0.7046223224351748
1701,is unquestionably good,1,The Premonstratensian Order in the Middle Ages,1120,1,0,0,0,1,Europe,1,0.8305148440435927
1708,is unquestionably good,1,الإباضية  Al-Ibadia,708,0,1,0,0,1,Southwest Asia,1,0.7531003382187148
1709,is unquestionably good,1,Almohads (al-Muwaḥḥidūn),1115,0,1,0,0,1,Africa,1,0.829575347613679
1714,is unquestionably good,0,Syncretic Polytheism in Curious Pastimes LARP,2019,1,0,0,0,1,Europe,1,0.9994363021420518
1737,is unquestionably good,1,الإمامية Al-Imamia,661,0,1,0,0,1,Southwest Asia,1,0.7442690717775272
1741,is unquestionably good,1,Methodism in Zimbabwe or Methodist Church in Zimbabwe,1891,1,0,0,0,1,Africa,1,0.9753851935362645
1759,is unquestionably good,1,الطريقة الشاذلية = Attarika Achadoulia,1195,0,1,0,0,1,Africa,1,0.8446072904922961
1774,is unquestionably good,1,إباضية جزيرة جربة Ibadis of Jerba,1557,0,0,0,0,1,Africa,1,0.9126268320180383
1776,is unquestionably good,1,الطريقة القادرية في البلاد التونسية The Qadiriyya Order in Tunisia,1881,0,0,0,0,1,Africa,1,0.9735062006764374
1777,is unquestionably good,1,الطريقة التّيجانية بالبلاد التونسية The Tijaniyya Order in Tunisia,1881,0,1,0,0,1,Africa,1,0.9735062006764374
1779,is unquestionably good,1,المذهب المالكي بالبلاد التونسية The Maliki school in Tunisia,1956,0,1,0,0,1,Africa,1,0.9875986471251409
1780,is unquestionably good,1,الطريقة الشاذلية في تونس The Shadhiliyya Order in Tunisia,1881,0,0,0,0,1,Africa,1,0.9735062006764374
1791,is unquestionably good,1,"الطريقة القادرية في بغداد: فترة التأسيس ق12 Attarika Al Qadiria à Bagdad: la période fondatrice, le XIIe siècle",1100,0,1,0,0,1,Southwest Asia,1,0.8267568583239384
1805,is unquestionably good,1,Wahhabisme الوهّابيّة,1744,0,1,0,0,1,Southwest Asia,1,0.9477639984968057
1808,is unquestionably good,1,'yan Taru (Women Cadre of the Nana Asma'u),1793,0,1,0,0,1,Africa,0,0.9569710635099586
1820,is unquestionably good,1,"Cherubim and Seraphim Church Unification, Campus Fellowship",1980,1,0,0,0,1,Africa,1,0.992108229988726
1829,is unquestionably good,1,Cherubim and Seraphim Unification Church of Nigeria (C&SUCN),1986,1,0,0,0,1,Africa,1,0.9932356257046223
1835,is unquestionably good,1,"The Cherubim and Seraphim Church of Zion, Ugbonla",1948,0,0,0,0,1,Africa,1,0.9860954528372792
1845,is unquestionably good,1,Benedictine Order in Denmark,1018,1,0,0,0,1,Europe,1,0.8113491168733559
1858,is unquestionably good,1,Christianity in Alexandria: From Origen to Athanasius,185,1,0,0,0,1,Africa,1,0.6548290116497557
1869,is unquestionably good,1,IFA RELIGIOUS GROUP IN ILE- IFE,1930,0,0,0,0,1,Africa,1,0.9827132656895904
1872,is unquestionably good,1,"The Holy Apostles Community, Ayetoro",1947,0,0,0,0,1,Africa,1,0.9859075535512966
1897,is unquestionably good,1,"The Episcopal Church of Cherubim and Seraphim, Zion Pepe",1951,0,0,0,0,1,Africa,1,0.9866591506952274
1903,is unquestionably good,1,The 'Abbāsids,750,1,1,0,1,1,Southwest Asia,1,0.7609921082299888
1904,is unquestionably good,1,الطريقة القادرية في تونس القرن  19 و20   =  L'ordre Qadiri en Tunisie aux XIXe et XXe siècles,1800,0,1,0,0,1,Africa,0,0.9582863585118376
1908,is unquestionably good,1,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",1100,0,0,1,1,1,East Asia,1,0.8267568583239384
1928,is unquestionably good,1,(The gathering of the Messenger of God does not falter)وجمع رسول الله لا يتشعث,1793,0,1,0,0,1,Africa,1,0.9569710635099586
1940,is unquestionably good,1,"The Holy Apostles Community, Ori-Oke Iwamimo",1950,0,0,0,0,1,Africa,1,0.9864712514092446
1943,is unquestionably good,1,Cult of Gauchito Gil,1990,1,0,0,0,1,South America,1,0.9939872228485531
1958,is unquestionably good,1,The Apostolic Faith Mission in Zimbabwe,1915,0,0,0,0,1,Africa,1,0.9798947763998497
1961,is unquestionably good,1,"Grace Covenant Centre, Ado-Ekiti",1990,1,0,0,0,1,Africa,1,0.9939872228485531
1966,is unquestionably good,1,Cherubim & Seraphim Movement Church (Worldwide) Ayo Ni O,1972,1,0,0,0,1,Africa,1,0.9906050357008643
1972,is unquestionably good,1,Shepherding Movement,1970,1,0,0,0,1,North America,1,0.9902292371288989
1974,is unquestionably good,1,"Chapel of Grace, Ile-Ife",1989,1,0,0,0,1,Africa,1,0.9937993235625705
1985,is unquestionably good,1,Christianity in Antioch. From the Apostolic Era to the Islamic conquest,34,1,0,0,0,1,Southwest Asia,1,0.626456219466366
1993,is unquestionably good,0,Ancient Boeotians,-600,0,0,0,0,1,Europe,1,0.5073280721533259
1994,is unquestionably good,1,Nigeria Fellowship of Evangelical Students (NIFES),1968,1,0,0,0,1,Africa,1,0.9898534385569335
2000,is unquestionably good,1,"The Community Church of Apostles Nigeria and Oversea (COCANO), Ajegunle",1933,1,0,0,0,1,Africa,1,0.9832769635475386
2003,is unquestionably good,1,Nigerian Baptist Convention,1914,0,0,0,0,1,Africa,1,0.979706877113867
2006,is unquestionably good,1,New Life for All Nations Ministries,1972,1,0,0,0,1,Africa,1,0.9906050357008643
2009,is unquestionably good,0,Ancient Arcadians,-800,0,0,0,0,1,Europe,1,0.46974821495678315
2010,is unquestionably good,1,Bektashi Tarika,1240,0,1,0,0,1,Europe,1,0.8530627583615182
2011,is unquestionably good,1,Scripture Union Nigeria,1885,1,0,0,0,1,Africa,1,0.9742577978203683
2016,is unquestionably good,1,الدولة الفاطمية Fatimid Dynasty,909,0,1,0,0,1,Southwest Asia,1,0.7908680947012401
2021,is unquestionably good,1,The United Missionary Church of Africa,1905,1,0,0,0,1,Africa,1,0.9780157835400225
2023,is unquestionably good,1,الدولة الزيرية Zirid Dynasty,971,0,1,0,0,1,Africa,1,0.8025178504321684
2031,is unquestionably good,1,الدولة الأغلبية The Aghlabid Dynasty,800,0,1,0,0,1,Africa,0,0.7703870725291244
2038,is unquestionably good,1,"Cathars, Catharism, Albigenses, Albigensians, Cathari, Catharistae, ""Pure Christians""",1000,1,0,0,0,1,Europe,1,0.8079669297256671
2048,is unquestionably good,1,الدولة الرستمية Rustamid Dynasty,777,0,1,0,0,1,Africa,1,0.766065388951522
2051,is unquestionably good,1,Tibeto-Vietnamese Đạo Mẫu,2022,0,0,0,1,1,Southeast Asia,1,1.0
2052,is unquestionably good,1,Christ Way Ministries International,1992,1,0,0,0,1,Africa,1,0.9943630214205186
2054,is unquestionably good,1,Christ Apostolic Church,1918,0,0,0,0,1,Africa,1,0.9804584742577979
2061,is unquestionably good,1,OYA RELIGIOUS GROUP IN OYO,1800,0,0,0,0,1,Africa,1,0.9582863585118376
2069,is unquestionably good,1,L'ordre Soufi Qasimite Hadfite الطريقة الصوفية القاسميّة الهادفية,1969,0,1,0,0,1,Africa,1,0.9900413378429161
2070,is unquestionably good,1,Overcomers Evangelical Mission International (Ori-Oke Asegun),2003,1,0,0,0,1,Africa,1,0.9964299135663285
2074,is unquestionably good,1,"Revolutionary Mahdism and Resistance to Colonial Rule in the Sokoto Caliphate, 1905-1906",1905,0,0,0,0,1,Africa,1,0.9780157835400225
2084,is unquestionably good,1,MAITATSINE: NIGERIA'S BLOODY RELIGIOUS TERRORIST MOVEMENT,1980,0,0,0,0,1,Africa,1,0.992108229988726
2089,is unquestionably good,1,L'ordre Soufit karkariya en Tunisie الطريقة الكركرية في تونس,1974,0,1,0,0,1,Africa,1,0.9909808342728298
2100,is unquestionably good,1,الدولة الزيانية Zayyanid Dynasty,1235,0,0,0,0,1,Africa,1,0.8521232619316047
2104,is unquestionably good,1,الطريقة التجانية في تونس ق18-ق19 ATARIKA TJENIA FI TOUNES  XVIII-XIXème siècle,1700,0,1,0,0,1,Africa,1,0.9394964299135663
2111,is unquestionably good,1,Tsinburbura Traditional Religion,700,0,0,0,0,1,Africa,1,0.7515971439308531
2114,is unquestionably good,1,Tijaniyyah Sufi Movement in North-Western Nigeria,1837,0,1,0,0,1,Africa,1,0.965238632093198
2116,is unquestionably good,1,Qadiriyyah Movement in the Sokoto Caliphate.,1804,0,1,0,0,1,Africa,1,0.9590379556557685
2122,is unquestionably good,1,Jama'at Izalat al-Bid'ah wa Iqamat al-Sunnah (JIBWIS),1978,0,1,0,0,1,Africa,1,0.9917324314167606
2126,is unquestionably good,1,Nasrul-lahi-li Fathi Society of Nigeria (NASFAT),1984,0,1,0,0,1,Africa,1,0.9928598271326569
2128,is unquestionably good,1,Paulicians,650,1,0,0,0,1,Europe,0,0.7422021796317174
2133,is unquestionably good,1,ANSAR-UD-DEEN SOCIETY OF NIGERIA,1923,0,1,0,0,1,Africa,1,0.9813979706877114
2138,is unquestionably good,1,الجماعة الأحمدية الإسلامية في نيجيريا,1916,0,0,0,0,1,Africa,1,0.9800826756858324
2139,is unquestionably good,1,Shi'a Group in Nigeria,1980,0,1,0,0,1,Africa,1,0.992108229988726
2147,is unquestionably good,1,الدولة الحفصية Hafsid Dynasty,1229,0,1,0,0,1,Africa,1,0.8509958662157083
2148,is unquestionably good,1,الدولة الحسينية The Husaynid Dynasty,1705,0,0,0,0,1,Africa,1,0.9404359263434799
2149,is unquestionably good,1,Judaism in Byzantium,330,0,0,0,0,1,Europe,1,0.6820744081172492
2157,is unquestionably good,1,Blue Light Evangelicals in the Late Eighteenth-Century Royal Navy,1775,1,0,0,0,1,North America,1,0.9535888763622699
2160,is unquestionably good,1,Manichaeans,250,0,0,0,0,1,Southwest Asia,1,0.6670424652386321
2166,is unquestionably good,1,Judaism in Byzantium,395,0,0,0,0,1,Europe,1,0.6942878617061256
2178,is unquestionably good,1,Aladura Christianity in Nigeria,1918,1,0,0,0,1,Africa,1,0.9804584742577979
2180,is unquestionably good,1,Cao Đài,1921,0,0,0,0,1,North America,1,0.9810221721157459
2194,is unquestionably good,1,The Redeemed Christian Church of God,1952,1,0,0,0,1,Africa,1,0.9868470499812101
2200,is unquestionably good,1,The Roman Catholic Mission in Nigeria,1480,1,0,0,0,1,Africa,1,0.8981585869973694
2209,is unquestionably good,1,The Church of Nigeria Anglican Communion,1842,1,0,0,0,1,Africa,1,0.9661781285231116
2210,is unquestionably good,1,Living Faith Church Worldwide,1981,1,0,0,0,1,Africa,1,0.9922961292747088
2220,is unquestionably good,1,Ansar-ud-deen Society of Nigeria,1923,0,0,0,0,1,Africa,1,0.9813979706877114
2225,is unquestionably good,1,"Culdees, Céli Dé, Céili Dé, Céle Dé,  ""Clients of God"", ""Servants of God"", ""Spouses of God"", ""Companions of God"", Kelidei, Kaledei; Céile Dé",700,1,0,0,0,1,Europe,1,0.7515971439308531
2228,is unquestionably good,1,Church of God Mission,1972,1,0,0,0,1,Africa,1,0.9906050357008643
2232,is unquestionably good,1,"Lollards, Lollard, the Lollard movement, Lollardism,  Lollardy, Wycliffites",1350,1,0,0,0,1,Europe,1,0.8737316798196166
2233,is unquestionably good,1,The Way of Former Heaven (Xiantiandao 先天道),1734,0,0,1,1,1,East Asia,1,0.9458850056369785
2237,is unquestionably good,1,"Order of Preachers, Dominicans, Friars Preachers, Black Friars, Jacobins",1217,1,0,0,0,1,Europe,1,0.8487410747839158
2238,is unquestionably good,1,XX ــــــــ    ـق  XVIII   الطريقة التجانية في الجزائر :ق,1700,0,1,0,0,1,Africa,1,0.9394964299135663
2240,is unquestionably good,1,"Inka and non-Inka groups in Cusco, Peru",900,0,0,0,0,1,South America,0,0.7891770011273957
2243,is unquestionably good,1,Hui People,700,0,1,0,0,1,Central Eurasia,1,0.7515971439308531
2244,is unquestionably good,1,"Catholicism in the Latin Empire, Catholicism in the Eastern Roman Empire (Byzantium), the Latin Patriarchate of Constantinople",1204,1,0,0,0,1,Europe,1,0.8462983840661406
2245,is unquestionably good,1,صقلية الإسلامية Islamic Sicily,652,0,1,0,0,1,Europe,1,0.7425779782036829
2246,is unquestionably good,1,المذهب الحنفي بالبلاد التونسية The Hanafi school in Tunisia,819,0,0,0,0,1,Africa,1,0.7739571589627959
2247,is unquestionably good,1,الفتح العربي الإسلامي لشمال إفريقيا The Arab-Islamic Conquest of North Africa,647,0,0,0,0,1,Africa,1,0.7416384817737692
2248,is unquestionably good,1,الدولة المرادية في تونس The Muradid Dynasty in Tunisia,1631,0,0,0,0,1,Africa,1,0.9265313791807591
2255,is unquestionably good,1,Dongxiang,1340,0,1,0,0,1,Central Eurasia,1,0.8718526869597896
2256,is unquestionably good,1,الطريقة الرحمانية في الجزائر  ق18-ق20,1700,0,1,0,0,1,Africa,1,0.9394964299135663
2264,is unquestionably good,1,Puritans,1560,0,0,0,0,1,Europe,1,0.9131905298759865
2271,is unquestionably good,1,The Gideons International in Ngeria,1964,1,0,0,0,1,Africa,1,0.9891018414130026
2274,is unquestionably good,1,Ìjọ Àdìmúlà (An Institutionalised Indigenous Religious Movement in Yorubaland,1920,0,0,0,0,1,Africa,1,0.9808342728297632
2278,is unquestionably good,1,الطريقة القادرية البودشيشية في المغرب الأقصى,1700,0,1,0,0,1,Africa,1,0.9394964299135663
2279,is unquestionably good,1,The Ndau people of Chimanimani area in Zimbabwe,1890,0,0,0,0,1,Africa,1,0.9751972942502819
2290,is unquestionably good,1,الطريقة القادرية في مصر ق13م-ق21م,1200,0,1,0,0,1,Africa,1,0.8455467869222097
2297,is unquestionably good,1,Waldensians (Waldenses),1173,1,0,0,0,1,Europe,1,0.8404735062006764
2299,is unquestionably good,1,الحشاشين  ق11-ق13   =   Assassins   XI-XIII,1100,0,1,0,0,1,Southwest Asia,1,0.8267568583239384
2308,is unquestionably good,1,الفتح العربي الإسلامي للأندلس The Arab-Islamic Conquest of the Iberian Peninsula,711,0,0,0,0,1,Europe,1,0.7536640360766629
2309,is unquestionably good,1,الدولة الأموية بالأندلس The Umayyad Dynasty in the Iberian Peninsula,756,0,0,0,0,1,Europe,1,0.762119503945885
2312,is unquestionably good,1,The philosophical system of 'Ubuntu' in Southern Africa,-1800,0,0,0,0,1,Africa,1,0.2818489289740699
2313,is unquestionably good,1,Dungan people,600,0,0,0,0,1,Central Eurasia,1,0.7328072153325818
2320,is unquestionably good,1,Sanjiejiao (三階教),500,0,0,0,1,1,East Asia,1,0.7140172867343104
2322,is unquestionably good,1,الدّولة الأمويّة في المشرق  بين662 م و750م (The Umayyad State in the Mashriq from 662 to 750),661,0,0,0,0,1,Southwest Asia,1,0.7442690717775272
2324,is unquestionably good,1,"Justice and Development Party (PJD), Morocco",1970,0,1,0,0,1,Africa,1,0.9902292371288989
2325,is unquestionably good,1,"Outer alchemy (外丹, waidan)",-200,0,0,1,0,1,East Asia,0,0.5824877865464111
2327,is unquestionably good,1,ỌBÀTÁLA RELIGIOUS GROUP AMONG THE YORUBA OF ILÉ-IFẸ̀,1900,0,0,0,0,1,Africa,1,0.977076287110109
2328,is unquestionably good,1,Church of Almighty God (Quannengshen jiaohui 全能神教會) / Eastern Lightning (Dongfang shandian 東方閃電),1991,1,0,1,0,1,East Asia,0,0.9941751221345358
2329,is unquestionably good,1,Hòa Hảo,1937,0,0,0,0,1,Southeast Asia,1,0.9840285606914694
2330,is unquestionably good,1,Evangelical Church Winning All,1893,1,0,0,0,1,Africa,1,0.97576099210823
2331,is unquestionably good,1,الدولة العباسيبّة في المشرق  من 750 م الى 1517 م (The Abbasid State in the Mashriq from 750 to 1517),750,0,1,0,0,1,Southwest Asia,1,0.7609921082299888
2335,is unquestionably good,1,The Seventh-day Adventist Church in Nigeria,1914,0,0,0,0,1,Africa,1,0.979706877113867
2339,is unquestionably good,1,Yorùbá Traditional Religion,1100,0,0,0,0,1,Africa,1,0.8267568583239384
2341,is unquestionably good,0,The Totonacapan Culture-Religion,600,0,0,0,0,1,North America,1,0.7328072153325818
2346,is unquestionably good,1,Igbo Traditional Religion,1800,0,0,0,0,1,Africa,1,0.9582863585118376
2348,is unquestionably good,1,Ancient Israelite Religion (Iron Age),-1200,0,0,0,0,1,Southwest Asia,0,0.3945885005636979
2349,is unquestionably good,1,Methodism (Wesleyanism),1738,1,0,0,0,1,Africa,1,0.9466366027809094
2360,is unquestionably good,1,Toltecas,600,0,0,0,0,1,North America,1,0.7328072153325818
2361,is unquestionably good,1,Mississippian Religion,1000,0,0,0,0,1,North America,0,0.8079669297256671
2362,is unquestionably good,1,الدّولة السلجوقيّة(1037 م - 1194م),1037,0,1,0,0,1,Southwest Asia,1,0.8149192033070274
2363,is unquestionably good,1,"L'ordre Soufi Tunisien ""al-Hasaniyya"" الطريقة الحسنية التونسية",1940,0,1,0,0,1,Africa,1,0.9845922585494176
2365,is unquestionably good,1,Moriscos,1502,1,1,0,0,1,Africa,1,0.9022923712889891
2366,is unquestionably good,1,Islam in Hausaland,1500,0,1,0,0,1,Africa,1,0.9019165727170236
2369,is unquestionably good,1,Le Mouvement Sanussiyya الحركة السنوسيّة,1787,0,1,0,0,1,Africa,1,0.9558436677940624
